database_name	schema_name	function_name	function_type	return_type	parameters	parameter_types	varargs	macro_definition	has_side_effects	internal	description	function_oid
system	main	add_parquet_key	pragma		col0|col1	VARCHAR|VARCHAR				true		1336
system	main	age	scalar	INTERVAL	timestamp	TIMESTAMP			false	true	Subtract arguments, resulting in the time difference between the two timestamps	1892
system	main	age	scalar	INTERVAL	timestamp|timestamp	TIMESTAMP|TIMESTAMP			false	true	Subtract arguments, resulting in the time difference between the two timestamps	1892
system	main	age	scalar	INTERVAL	timestamp	TIMESTAMP WITH TIME ZONE			false	true	Subtract arguments, resulting in the time difference between the two timestamps	1892
system	main	age	scalar	INTERVAL	timestamp|timestamp	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	Subtract arguments, resulting in the time difference between the two timestamps	1892
system	main	aggregate	scalar	ANY	list|function_name	ANY[]|VARCHAR	ANY		false	true	Executes the aggregate function `function_name` on the elements of `list`.	657
system	main	ago	macro		i			(current_timestamp - CAST(i AS INTERVAL))		true		2109
system	main	alias	scalar	VARCHAR	expr	ANY			false	true	Returns the name of a given expression	659
system	main	all_profiling_output	pragma							true		166
system	main	any_value	aggregate	DECIMAL	arg	DECIMAL			false	true	Returns the first non-NULL value from arg. This function is affected by ordering.	370
system	main	any_value	aggregate	ANY	arg	ANY			false	true	Returns the first non-NULL value from arg. This function is affected by ordering.	370
system	main	apply	scalar	ANY[]	list|lambda(x)	ANY[]|LAMBDA			false	true	Returns a list that is the result of applying the `lambda` function to each element of the input `list`. The return type is defined by the return type of the `lambda` function.	661
system	main	approx_count_distinct	aggregate	BIGINT	any	ANY			false	true	Computes the approximate count of distinct elements using HyperLogLog.	663
system	main	approx_quantile	aggregate	DECIMAL[]	x|pos	DECIMAL|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIMESTAMP WITH TIME ZONE[]	x|pos	TIMESTAMP WITH TIME ZONE|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	BIGINT	x|pos	BIGINT|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	HUGEINT	x|pos	HUGEINT|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	DOUBLE	x|pos	DOUBLE|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	DATE	x|pos	DATE|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIME	x|pos	TIME|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	INTEGER	x|pos	INTEGER|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	SMALLINT	x|pos	SMALLINT|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIMESTAMP	x|pos	TIMESTAMP|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIMESTAMP WITH TIME ZONE	x|pos	TIMESTAMP WITH TIME ZONE|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	DECIMAL	x|pos	DECIMAL|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TINYINT[]	x|pos	TINYINT|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	SMALLINT[]	x|pos	SMALLINT|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	INTEGER[]	x|pos	INTEGER|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	BIGINT[]	x|pos	BIGINT|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	HUGEINT[]	x|pos	HUGEINT|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	FLOAT[]	x|pos	FLOAT|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	DOUBLE[]	x|pos	DOUBLE|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	DATE[]	x|pos	DATE|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIME[]	x|pos	TIME|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIME WITH TIME ZONE[]	x|pos	TIME WITH TIME ZONE|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIMESTAMP[]	x|pos	TIMESTAMP|FLOAT[]			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_quantile	aggregate	TIME WITH TIME ZONE	x|pos	TIME WITH TIME ZONE|FLOAT			false	true	Computes the approximate quantile using T-Digest.	665
system	main	approx_top_k	aggregate	ANY[]	val|k	ANY|BIGINT			false	true	Finds the k approximately most occurring values in the data set	667
system	main	arbitrary	aggregate	DECIMAL	arg	DECIMAL			false	true	Returns the first value (NULL or non-NULL) from arg. This function is affected by ordering.	372
system	main	arbitrary	aggregate	ANY	arg	ANY			false	true	Returns the first value (NULL or non-NULL) from arg. This function is affected by ordering.	372
system	main	arg_max	aggregate	ANY	arg|val	ANY|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY[]	arg|val|col2	ANY|ANY|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|ANY			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	ANY	arg|val	ANY|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DECIMAL	arg|val	DECIMAL|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP WITH TIME ZONE	arg|val	TIMESTAMP WITH TIME ZONE|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	TIMESTAMP	arg|val	TIMESTAMP|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BLOB	arg|val	BLOB|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	INTEGER	arg|val	INTEGER|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	BIGINT	arg|val	BIGINT|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	DOUBLE	arg|val	DOUBLE|BLOB			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|INTEGER			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|BIGINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|HUGEINT			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|DOUBLE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|VARCHAR			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|DATE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
system	main	arg_max	aggregate	VARCHAR	arg|val	VARCHAR|TIMESTAMP WITH TIME ZONE			false	true	Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.	669
